function_name,simulation_id,success,execution_time,K_estimate,K_error,S0_y1_estimate,S1_y1_estimate,S0_y2_estimate,S1_y2_estimate,parameter_recovery_error,error_message,has_outliers,phase
fit_binding_lm,7,True,0.042467594146728516,8.216649822245143,2.6679758832442713,29902.23057459726,30051.24857020873,5369.659251618094,2269.6507134593417,1.4800961009228923,,True,deterministic
fit_binding_lm_outlier,7,True,0.047627925872802734,8.216649822245143,2.6679758832442713,29902.23057459726,30051.24857020873,5369.659251618094,2269.6507134593417,1.4800961009228923,,True,deterministic
fit_binding (lm),7,True,0.03909635543823242,8.216649822245143,2.6679758832442713,29902.23057459726,30051.24857020873,5369.659251618094,2269.6507134593417,1.4800961009228923,,True,deterministic
fit_binding (lm_outlier),7,True,0.04479360580444336,8.216649822245143,2.6679758832442713,29902.23057459726,30051.24857020873,5369.659251618094,2269.6507134593417,1.4800961009228923,,False,deterministic
fit_binding_glob,7,True,0.05045485496520996,8.216649822245143,2.6679758832442713,29902.23057459726,30051.24857020873,5369.659251618094,2269.6507134593417,1.4800961009228923,,True,deterministic
fit_lm,7,True,0.04467487335205078,8.216649822245143,2.6679758832442713,29902.23057459726,30051.24857020873,5369.659251618094,2269.6507134593417,1.4800961009228923,,True,deterministic
fit_lm (robust),7,True,0.08041572570800781,3.000000000000006,186.8582552381332,29859.035077091918,157652.47567889505,2756.4181699692567,143076.60691556014,6.822138514873676,,True,deterministic
fit_lm (iterative),7,True,0.1114952564239502,6.4097256854650855,0.5316475629941009,29922.960532556164,30688.45976190963,3636.953350942147,1913.2098946588542,1.155641627726491,,True,deterministic
fit_lm (outlier),7,True,0.04851961135864258,8.216649822245143,2.6679758832442713,29902.23057459726,30051.24857020873,5369.659251618094,2269.6507134593417,1.4800961009228923,,True,deterministic
outlier2,7,True,0.21474027633666992,10.99999999987982,1.864431067894321,27268.91196542547,30029.258308266297,-107269.23173840893,3085.4077794254126,22.24902457591034,,True,deterministic
core_recursive,7,True,0.09758305549621582,7.017055657687507,0.5559513977454216,29970.721322376452,30040.37496318304,4174.167893299181,2011.6207776604967,1.246500189943213,,True,deterministic
core_recursive_outlier,7,True,0.09179997444152832,7.017055657687507,0.5559513977454216,29970.721322376452,30040.37496318304,4174.167893299181,2011.6207776604967,1.246500189943213,,True,deterministic
core_reweighted,7,True,0.0946500301361084,8.12351815411404,0.32469525235145724,29876.2443290124,30036.47022509191,5191.337355814353,2143.088500592316,1.4465500875954327,,True,deterministic
api_recursive,7,True,0.09018182754516602,7.017055657687507,0.5559513977454216,29970.721322376452,30040.37496318304,4174.167893299181,2011.6207776604967,1.246500189943213,,True,deterministic
api_recursive_outlier,7,True,0.0782933235168457,7.017055657687507,0.5559513977454216,29970.721322376452,30040.37496318304,4174.167893299181,2011.6207776604967,1.246500189943213,,True,deterministic
api_reweighted,7,False,1.6450881958007812e-05,,,,,,,,fit_binding_glob_reweighted() missing 1 required positional argument: 'key',False,deterministic
fit_binding_lm,8,True,0.1580824851989746,7.033404495311602,1.552571868154733,30919.952283903825,29409.176348525223,3751.658021651313,805.4443199474742,1.2313187186080299,,False,deterministic
fit_binding_lm_outlier,8,True,0.037110328674316406,7.033404495311602,1.552571868154733,30919.952283903825,29409.176348525223,3751.658021651313,805.4443199474742,1.2313187186080299,,True,deterministic
fit_binding (lm),8,True,0.036769866943359375,7.033404495311602,1.552571868154733,30919.952283903825,29409.176348525223,3751.658021651313,805.4443199474742,1.2313187186080299,,True,deterministic
fit_binding (lm_outlier),8,True,0.03600668907165527,7.033404495311602,1.552571868154733,30919.952283903825,29409.176348525223,3751.658021651313,805.4443199474742,1.2313187186080299,,True,deterministic
fit_binding_glob,8,True,0.04040884971618652,7.033404495311602,1.552571868154733,30919.952283903825,29409.176348525223,3751.658021651313,805.4443199474742,1.2313187186080299,,True,deterministic
fit_lm,8,True,0.03690958023071289,7.033404495311602,1.552571868154733,30919.952283903825,29409.176348525223,3751.658021651313,805.4443199474742,1.2313187186080299,,True,deterministic
fit_lm (robust),8,True,1.4300522804260254,7.007471494809708,,30938.048220162706,30087.09351613212,3959.30060156236,1163.6505369220604,1.2568607826460565,,True,deterministic
fit_lm (iterative),8,True,0.10340714454650879,8.970404010748979,0.27552592127608244,31696.50733739925,30072.817079159067,20856.487430192916,703.9903202586094,4.695987525279561,,True,deterministic
fit_lm (outlier),8,True,0.04567265510559082,7.033404495311602,1.552571868154733,30919.952283903825,29409.176348525223,3751.658021651313,805.4443199474742,1.2313187186080299,,False,deterministic
outlier2,8,True,1.5629668235778809,10.999999980687308,23.039210980003034,40469.43779719654,30169.943682483477,41924.56939871397,2273.295074823245,9.076024390782191,,True,deterministic
core_recursive,8,True,0.08585906028747559,6.78732145077228,0.5466090401427298,30803.892700523014,29462.882854755844,2865.761432269842,600.663829704649,1.0663568171699584,,True,deterministic
core_recursive_outlier,8,True,0.0856783390045166,6.78732145077228,0.5466090401427298,30803.892700523014,29462.882854755844,2865.761432269842,600.663829704649,1.0663568171699584,,True,deterministic
